Timestamp,Speed,RPM,Temp,Fuel,FL_Accel,FL_Gyro,FL_Susp,FL_StrainL,FL_StrainR,FR_Accel,FR_Gyro,FR_Susp,FR_StrainL,FR_StrainR,RL_Accel,RL_Gyro,RL_Susp,RL_StrainL,RL_StrainR,RR_Accel,RR_Gyro,RR_Susp,RR_StrainL,RR_StrainR,Pi_Accel,Pi_Gyro
1769902721007,0.0,0.0,0.0,0.0,0.0,0.0,58389.0,65429.0,44181.0,0.0,0.0,13593.0,33173.0,56144.0,0.0,3.13667E-319,58389.0,46229.0,48533.0,6.3E-322,3.13667E-319,58389.0,44949.0,46229.0,0.0,0.0
1769902721040,0.0,0.0,0.0,0.0,0.0,0.0,58389.0,65429.0,44181.0,0.0,0.0,13593.0,33173.0,56144.0,0.0,3.13667E-319,58389.0,46229.0,48533.0,6.3E-322,3.13667E-319,58389.0,44949.0,46229.0,0.0,0.0
1769902721062,0.0,0.0,0.0,0.0,0.0,0.0,58389.0,0.0,0.0,0.0,0.0,0.0,33685.0,49488.0,0.0,0.0,0.0,0.0,0.0,6.3E-322,0.0,58389.0,0.0,0.0,0.0,0.0
1769902721074,0.0,0.0,0.0,0.0,0.0,0.0,58389.0,65429.0,44181.0,0.0,0.0,13593.0,33685.0,49488.0,0.0,3.12403E-319,58389.0,44437.0,44949.0,6.3E-322,3.1493E-319,58389.0,45461.0,46229.0,0.0,0.0
1769902721097,0.0,0.0,0.0,0.0,0.0,0.0,58389.0,0.0,0.0,0.0,0.0,0.0,33685.0,49488.0,0.0,3.12403E-319,58389.0,44437.0,44949.0,6.3E-322,3.1493E-319,58389.0,45461.0,46229.0,0.0,0.0
1769902721107,0.0,0.0,0.0,0.0,0.0,0.0,58389.0,65429.0,43413.0,0.0,0.0,13593.0,33685.0,49488.0,0.0,3.12403E-319,58389.0,44437.0,44949.0,6.3E-322,3.1493E-319,58389.0,45461.0,46229.0,0.0,0.0
1769902721131,0.0,0.0,0.0,0.0,0.0,0.0,58389.0,65429.0,43413.0,0.0,0.0,0.0,33685.0,49488.0,0.0,3.12403E-319,58389.0,44693.0,48789.0,6.3E-322,3.1493E-319,58389.0,45461.0,46229.0,0.0,0.0
1769902721141,0.0,0.0,0.0,0.0,0.0,0.0,58389.0,65429.0,43413.0,0.0,0.0,13593.0,33685.0,49488.0,0.0,3.12403E-319,58389.0,44693.0,48789.0,6.3E-322,3.1493E-319,58389.0,45461.0,46229.0,0.0,0.0
1769902721168,0.0,0.0,0.0,0.0,0.0,0.0,58389.0,65429.0,43413.0,0.0,0.0,13593.0,33685.0,49488.0,0.0,3.12403E-319,58389.0,44693.0,48789.0,6.3E-322,3.12403E-319,58389.0,44693.0,44949.0,0.0,0.0
1769902721175,0.0,0.0,0.0,0.0,0.0,0.0,58389.0,65429.0,43413.0,0.0,0.0,13593.0,33685.0,49488.0,0.0,3.12403E-319,58389.0,44693.0,43925.0,6.3E-322,3.12403E-319,58389.0,44693.0,44949.0,0.0,0.0
