Timestamp,Speed,RPM,Temp,Fuel,FL_Accel,FL_Gyro,FL_Susp,FL_StrainL,FL_StrainR,FR_Accel,FR_Gyro,FR_Susp,FR_StrainL,FR_StrainR,RL_Accel,RL_Gyro,RL_Susp,RL_StrainL,RL_StrainR,RR_Accel,RR_Gyro,RR_Susp,RR_StrainL,RR_StrainR,Pi_Accel,Pi_Gyro
1769902344891,0.0,0.0,0.0,0.0,0.0,0.0,58389.0,0.0,0.0,0.0,0.0,13593.0,0.0,0.0,0.0,3.12403E-319,58389.0,45205.0,43925.0,6.3E-322,3.13667E-319,58389.0,46485.0,43413.0,0.0,0.0
1769902344925,0.0,0.0,0.0,0.0,0.0,0.0,58389.0,0.0,0.0,0.0,0.0,13593.0,33429.0,48720.0,0.0,3.12403E-319,58389.0,45205.0,43925.0,6.3E-322,3.13667E-319,58389.0,46485.0,43413.0,0.0,0.0
1769902344959,0.0,0.0,0.0,0.0,0.0,0.0,58389.0,65429.0,43413.0,0.0,0.0,13593.0,33429.0,48720.0,0.0,3.12403E-319,58389.0,45461.0,46741.0,6.3E-322,3.13667E-319,58389.0,46485.0,43413.0,0.0,0.0
1769902344993,0.0,0.0,0.0,0.0,0.0,0.0,58389.0,65429.0,43413.0,0.0,0.0,13593.0,33429.0,48720.0,0.0,3.13667E-319,58389.0,46229.0,44949.0,6.3E-322,3.13667E-319,58389.0,45717.0,46229.0,0.0,0.0
1769902345027,0.0,0.0,0.0,0.0,0.0,0.0,58389.0,65429.0,43413.0,0.0,0.0,13593.0,33429.0,48720.0,0.0,3.13667E-319,58389.0,46229.0,44949.0,6.3E-322,3.13667E-319,58389.0,45717.0,46229.0,0.0,0.0
1769902345061,0.0,0.0,0.0,0.0,0.0,0.0,58389.0,65429.0,43413.0,0.0,0.0,13593.0,33429.0,48720.0,0.0,3.13667E-319,58389.0,46229.0,44949.0,6.3E-322,3.13667E-319,58389.0,45717.0,46229.0,0.0,0.0
1769902345095,0.0,0.0,0.0,0.0,0.0,0.0,58389.0,65429.0,39573.0,0.0,0.0,13593.0,33941.0,55375.0,0.0,3.1493E-319,58389.0,46229.0,45717.0,6.3E-322,3.12403E-319,58389.0,45205.0,45205.0,0.0,0.0
1769902345129,0.0,0.0,0.0,0.0,0.0,0.0,58389.0,65429.0,39573.0,0.0,0.0,13593.0,33941.0,55375.0,0.0,3.1493E-319,58389.0,46229.0,45717.0,6.3E-322,3.12403E-319,58389.0,45205.0,45205.0,0.0,0.0
1769902345163,0.0,0.0,0.0,0.0,0.0,0.0,58389.0,65429.0,39573.0,0.0,0.0,13593.0,33941.0,55375.0,0.0,3.1493E-319,58389.0,46229.0,45717.0,6.3E-322,3.12403E-319,58389.0,45205.0,45205.0,0.0,0.0
1769902345198,0.0,0.0,0.0,0.0,0.0,0.0,58389.0,65429.0,39573.0,0.0,0.0,13593.0,33941.0,55375.0,0.0,3.16197E-319,58389.0,46229.0,46229.0,6.3E-322,3.1493E-319,58389.0,46229.0,44949.0,0.0,0.0
